year_month,year,month,store_id,sku_id,category,qty_sold,promo_flag,promo_days,promo_intensity,holiday_days,days_in_month,list_price,avg_selling_price
2023-02-01,2023,2,S01,SKU0034,PERSONAL_CARE,374,0,0,0.0,1,28,16.46,16.46
2023-02-01,2023,2,S01,SKU0035,PERSONAL_CARE,603,0,0,0.0,1,28,22.83,22.83
2023-02-01,2023,2,S01,SKU0036,PERSONAL_CARE,501,0,0,0.0,1,28,19.26,19.26
2023-02-01,2023,2,S01,SKU0037,PERSONAL_CARE,465,0,0,0.0,1,28,8.31,8.31
2023-02-01,2023,2,S01,SKU0038,PERSONAL_CARE,476,0,0,0.0,1,28,20.49,20.49
2023-02-01,2023,2,S01,SKU0039,PERSONAL_CARE,1145,0,0,0.0,1,28,20.39,20.39
2023-02-01,2023,2,S01,SKU0040,PERSONAL_CARE,494,0,0,0.0,1,28,14.17,14.17
2023-02-01,2023,2,S02,SKU0001,BEVERAGES,1819,0,0,0.0,1,28,18.7,18.7
2023-02-01,2023,2,S02,SKU0002,BEVERAGES,2083,0,0,0.0,1,28,5.17,5.17
2023-02-01,2023,2,S02,SKU0003,BEVERAGES,1626,1,12,0.429,1,28,15.63,13.62
2023-02-01,2023,2,S02,SKU0004,BEVERAGES,2150,0,0,0.0,1,28,24.29,24.29
2023-02-01,2023,2,S02,SKU0005,BEVERAGES,3671,1,11,0.393,1,28,5.77,5.09
2023-02-01,2023,2,S02,SKU0006,BEVERAGES,1161,0,0,0.0,1,28,13.83,13.83
2023-02-01,2023,2,S02,SKU0007,BEVERAGES,2210,1,8,0.286,1,28,15.88,14.52
2023-02-01,2023,2,S02,SKU0008,BEVERAGES,1328,1,4,0.143,1,28,10.11,9.68
2023-02-01,2023,2,S02,SKU0009,BEVERAGES,2543,1,7,0.25,1,28,6.19,5.72
2023-02-01,2023,2,S02,SKU0010,BEVERAGES,2556,1,8,0.286,1,28,2.59,2.37
2023-02-01,2023,2,S02,SKU0011,GROCERY,3652,1,12,0.429,1,28,3.03,2.64
2023-02-01,2023,2,S02,SKU0012,GROCERY,4778,1,4,0.143,1,28,20.5,19.62
2023-02-01,2023,2,S02,SKU0013,GROCERY,2141,1,13,0.464,1,28,17.58,15.13
2023-02-01,2023,2,S02,SKU0014,GROCERY,2301,1,3,0.107,1,28,13.14,12.72
2023-02-01,2023,2,S02,SKU0015,GROCERY,1355,0,0,0.0,1,28,7.58,7.58
2023-02-01,2023,2,S02,SKU0016,GROCERY,2725,0,0,0.0,1,28,13.72,13.72
2023-02-01,2023,2,S02,SKU0017,GROCERY,2681,1,5,0.179,1,28,24.29,22.99
2023-02-01,2023,2,S02,SKU0018,GROCERY,3460,0,0,0.0,1,28,22.53,22.53
2023-02-01,2023,2,S02,SKU0019,GROCERY,3880,1,7,0.25,1,28,3.58,3.31
2023-02-01,2023,2,S02,SKU0020,GROCERY,1532,0,0,0.0,1,28,9.15,9.15
2023-02-01,2023,2,S02,SKU0021,DAIRY,1131,0,0,0.0,1,28,20.98,20.98
2023-02-01,2023,2,S02,SKU0022,DAIRY,1237,0,0,0.0,1,28,14.25,14.25
2023-02-01,2023,2,S02,SKU0023,DAIRY,856,0,0,0.0,1,28,3.25,3.25
2023-02-01,2023,2,S02,SKU0024,DAIRY,3356,1,5,0.179,1,28,6.17,5.84
2023-02-01,2023,2,S02,SKU0025,DAIRY,652,1,8,0.286,1,28,18.11,16.56
2023-02-01,2023,2,S02,SKU0026,DAIRY,2166,0,0,0.0,1,28,3.24,3.24
2023-02-01,2023,2,S02,SKU0027,CLEANING,1019,1,13,0.464,1,28,21.78,18.75
2023-02-01,2023,2,S02,SKU0028,CLEANING,1112,1,7,0.25,1,28,2.99,2.76
2023-02-01,2023,2,S02,SKU0029,CLEANING,922,1,13,0.464,1,28,18.65,16.05
2023-02-01,2023,2,S02,SKU0030,CLEANING,1007,0,0,0.0,1,28,12.6,12.6
2023-02-01,2023,2,S02,SKU0031,CLEANING,388,0,0,0.0,1,28,19.38,19.38
2023-02-01,2023,2,S02,SKU0032,CLEANING,896,0,0,0.0,1,28,13.1,13.1
2023-02-01,2023,2,S02,SKU0033,PERSONAL_CARE,599,0,0,0.0,1,28,2.1,2.1
2023-02-01,2023,2,S02,SKU0034,PERSONAL_CARE,249,0,0,0.0,1,28,16.46,16.46
2023-02-01,2023,2,S02,SKU0035,PERSONAL_CARE,439,1,2,0.071,1,28,22.83,22.34
2023-02-01,2023,2,S02,SKU0036,PERSONAL_CARE,851,1,14,0.5,1,28,19.26,16.37
2023-02-01,2023,2,S02,SKU0037,PERSONAL_CARE,322,0,0,0.0,1,28,8.31,8.31
2023-02-01,2023,2,S02,SKU0038,PERSONAL_CARE,531,1,12,0.429,1,28,20.49,17.85
2023-02-01,2023,2,S02,SKU0039,PERSONAL_CARE,1492,1,13,0.464,1,28,20.39,17.55
2023-02-01,2023,2,S02,SKU0040,PERSONAL_CARE,367,0,0,0.0,1,28,14.17,14.17
2023-02-01,2023,2,S03,SKU0001,BEVERAGES,3772,1,6,0.214,1,28,18.7,17.5
2023-02-01,2023,2,S03,SKU0002,BEVERAGES,3749,0,0,0.0,1,28,5.17,5.17
2023-02-01,2023,2,S03,SKU0003,BEVERAGES,2072,1,4,0.143,1,28,15.63,14.96
2023-02-01,2023,2,S03,SKU0004,BEVERAGES,4265,0,0,0.0,1,28,24.29,24.29
2023-02-01,2023,2,S03,SKU0005,BEVERAGES,4281,0,0,0.0,1,28,5.77,5.77
2023-02-01,2023,2,S03,SKU0006,BEVERAGES,2002,0,0,0.0,1,28,13.83,13.83
2023-02-01,2023,2,S03,SKU0007,BEVERAGES,2986,0,0,0.0,1,28,15.88,15.88
2023-02-01,2023,2,S03,SKU0008,BEVERAGES,1620,0,0,0.0,1,28,10.11,10.11
2023-02-01,2023,2,S03,SKU0009,BEVERAGES,5006,1,6,0.214,1,28,6.19,5.79
2023-02-01,2023,2,S03,SKU0010,BEVERAGES,4777,1,5,0.179,1,28,2.59,2.45
2023-02-01,2023,2,S03,SKU0011,GROCERY,5687,1,14,0.5,1,28,3.03,2.58
2023-02-01,2023,2,S03,SKU0012,GROCERY,8490,1,8,0.286,1,28,20.5,18.74
2023-02-01,2023,2,S03,SKU0013,GROCERY,3654,1,5,0.179,1,28,17.58,16.64
2023-02-01,2023,2,S03,SKU0014,GROCERY,4886,1,4,0.143,1,28,13.14,12.58
2023-02-01,2023,2,S03,SKU0015,GROCERY,2255,0,0,0.0,1,28,7.58,7.58
2023-02-01,2023,2,S03,SKU0016,GROCERY,5245,1,8,0.286,1,28,13.72,12.54
2023-02-01,2023,2,S03,SKU0017,GROCERY,4141,0,0,0.0,1,28,24.29,24.29
2023-02-01,2023,2,S03,SKU0018,GROCERY,6136,0,0,0.0,1,28,22.53,22.53
2023-02-01,2023,2,S03,SKU0019,GROCERY,5682,0,0,0.0,1,28,3.58,3.58
2023-02-01,2023,2,S03,SKU0020,GROCERY,2661,0,0,0.0,1,28,9.15,9.15
2023-02-01,2023,2,S03,SKU0021,DAIRY,2390,0,0,0.0,1,28,20.98,20.98
2023-02-01,2023,2,S03,SKU0022,DAIRY,1937,0,0,0.0,1,28,14.25,14.25
2023-02-01,2023,2,S03,SKU0023,DAIRY,1635,0,0,0.0,1,28,3.25,3.25
2023-02-01,2023,2,S03,SKU0024,DAIRY,4944,0,0,0.0,1,28,6.17,6.17
2023-02-01,2023,2,S03,SKU0025,DAIRY,1024,0,0,0.0,1,28,18.11,18.11
2023-02-01,2023,2,S03,SKU0026,DAIRY,3778,0,0,0.0,1,28,3.24,3.24
2023-02-01,2023,2,S03,SKU0027,CLEANING,916,0,0,0.0,1,28,21.78,21.78
2023-02-01,2023,2,S03,SKU0028,CLEANING,1517,0,0,0.0,1,28,2.99,2.99
2023-02-01,2023,2,S03,SKU0029,CLEANING,1036,0,0,0.0,1,28,18.65,18.65
2023-02-01,2023,2,S03,SKU0030,CLEANING,2918,1,11,0.393,1,28,12.6,11.11
2023-02-01,2023,2,S03,SKU0031,CLEANING,716,0,0,0.0,1,28,19.38,19.38
2023-02-01,2023,2,S03,SKU0032,CLEANING,2266,1,7,0.25,1,28,13.1,12.12
2023-02-01,2023,2,S03,SKU0033,PERSONAL_CARE,1721,1,12,0.429,1,28,2.1,1.83
2023-02-01,2023,2,S03,SKU0034,PERSONAL_CARE,386,0,0,0.0,1,28,16.46,16.46
2023-02-01,2023,2,S03,SKU0035,PERSONAL_CARE,791,0,0,0.0,1,28,22.83,22.83
2023-02-01,2023,2,S03,SKU0036,PERSONAL_CARE,736,1,2,0.071,1,28,19.26,18.85
2023-02-01,2023,2,S03,SKU0037,PERSONAL_CARE,600,1,1,0.036,1,28,8.31,8.22
2023-02-01,2023,2,S03,SKU0038,PERSONAL_CARE,739,1,3,0.107,1,28,20.49,19.83
2023-02-01,2023,2,S03,SKU0039,PERSONAL_CARE,1349,0,0,0.0,1,28,20.39,20.39
2023-02-01,2023,2,S03,SKU0040,PERSONAL_CARE,693,0,0,0.0,1,28,14.17,14.17
2023-03-01,2023,3,S01,SKU0001,BEVERAGES,3513,0,0,0.0,0,31,18.7,18.7
2023-03-01,2023,3,S01,SKU0002,BEVERAGES,3630,0,0,0.0,0,31,5.17,5.17
2023-03-01,2023,3,S01,SKU0003,BEVERAGES,2662,1,12,0.387,0,31,15.63,13.81
2023-03-01,2023,3,S01,SKU0004,BEVERAGES,7057,1,13,0.419,0,31,24.29,21.23
2023-03-01,2023,3,S01,SKU0005,BEVERAGES,4825,0,0,0.0,0,31,5.77,5.77
2023-03-01,2023,3,S01,SKU0006,BEVERAGES,2996,1,11,0.355,0,31,13.83,12.36
2023-03-01,2023,3,S01,SKU0007,BEVERAGES,3989,1,8,0.258,0,31,15.88,14.65
2023-03-01,2023,3,S01,SKU0008,BEVERAGES,2096,1,6,0.194,0,31,10.11,9.52
2023-03-01,2023,3,S01,SKU0009,BEVERAGES,3639,0,0,0.0,0,31,6.19,6.19
2023-03-01,2023,3,S01,SKU0010,BEVERAGES,5200,1,6,0.194,0,31,2.59,2.44
2023-03-01,2023,3,S01,SKU0011,GROCERY,6423,1,7,0.226,0,31,3.03,2.82
2023-03-01,2023,3,S01,SKU0012,GROCERY,8239,0,0,0.0,0,31,20.5,20.5
2023-03-01,2023,3,S01,SKU0013,GROCERY,3167,0,0,0.0,0,31,17.58,17.58
2023-03-01,2023,3,S01,SKU0014,GROCERY,3916,0,0,0.0,0,31,13.14,13.14
2023-03-01,2023,3,S01,SKU0015,GROCERY,3585,1,10,0.323,0,31,7.58,6.85
2023-03-01,2023,3,S01,SKU0016,GROCERY,5427,0,0,0.0,0,31,13.72,13.72
2023-03-01,2023,3,S01,SKU0017,GROCERY,4268,0,0,0.0,0,31,24.29,24.29
2023-03-01,2023,3,S01,SKU0018,GROCERY,7933,1,8,0.258,0,31,22.53,20.79
2023-03-01,2023,3,S01,SKU0019,GROCERY,5296,0,0,0.0,0,31,3.58,3.58
2023-03-01,2023,3,S01,SKU0020,GROCERY,2731,0,0,0.0,0,31,9.15,9.15
2023-03-01,2023,3,S01,SKU0021,DAIRY,2079,0,0,0.0,0,31,20.98,20.98
2023-03-01,2023,3,S01,SKU0022,DAIRY,2100,0,0,0.0,0,31,14.25,14.25
2023-03-01,2023,3,S01,SKU0023,DAIRY,1601,0,0,0.0,0,31,3.25,3.25
2023-03-01,2023,3,S01,SKU0024,DAIRY,5109,0,0,0.0,0,31,6.17,6.17
2023-03-01,2023,3,S01,SKU0025,DAIRY,1101,0,0,0.0,0,31,18.11,18.11
2023-03-01,2023,3,S01,SKU0026,DAIRY,4687,1,11,0.355,0,31,3.24,2.9
2023-03-01,2023,3,S01,SKU0027,CLEANING,1046,0,0,0.0,0,31,21.78,21.78
2023-03-01,2023,3,S01,SKU0028,CLEANING,1676,0,0,0.0,0,31,2.99,2.99
2023-03-01,2023,3,S01,SKU0029,CLEANING,1181,0,0,0.0,0,31,18.65,18.65
2023-03-01,2023,3,S01,SKU0030,CLEANING,1793,0,0,0.0,0,31,12.6,12.6
2023-03-01,2023,3,S01,SKU0031,CLEANING,918,1,7,0.226,0,31,19.38,18.07
2023-03-01,2023,3,S01,SKU0032,CLEANING,2157,1,5,0.161,0,31,13.1,12.47
2023-03-01,2023,3,S01,SKU0033,PERSONAL_CARE,1079,0,0,0.0,0,31,2.1,2.1
2023-03-01,2023,3,S01,SKU0034,PERSONAL_CARE,470,0,0,0.0,0,31,16.46,16.46
2023-03-01,2023,3,S01,SKU0035,PERSONAL_CARE,1216,1,7,0.226,0,31,22.83,21.28
2023-03-01,2023,3,S01,SKU0036,PERSONAL_CARE,714,0,0,0.0,0,31,19.26,19.26
2023-03-01,2023,3,S01,SKU0037,PERSONAL_CARE,703,1,3,0.097,0,31,8.31,8.07
2023-03-01,2023,3,S01,SKU0038,PERSONAL_CARE,651,0,0,0.0,0,31,20.49,20.49
2023-03-01,2023,3,S01,SKU0039,PERSONAL_CARE,1297,0,0,0.0,0,31,20.39,20.39
2023-03-01,2023,3,S01,SKU0040,PERSONAL_CARE,663,0,0,0.0,0,31,14.17,14.17
2023-03-01,2023,3,S02,SKU0001,BEVERAGES,2467,0,0,0.0,0,31,18.7,18.7
2023-03-01,2023,3,S02,SKU0002,BEVERAGES,2789,0,0,0.0,0,31,5.17,5.17
2023-03-01,2023,3,S02,SKU0003,BEVERAGES,1815,1,8,0.258,0,31,15.63,14.42
2023-03-01,2023,3,S02,SKU0004,BEVERAGES,2855,0,0,0.0,0,31,24.29,24.29
2023-03-01,2023,3,S02,SKU0005,BEVERAGES,4791,1,9,0.29,0,31,5.77,5.27
2023-03-01,2023,3,S02,SKU0006,BEVERAGES,1954,1,7,0.226,0,31,13.83,12.89
2023-03-01,2023,3,S02,SKU0007,BEVERAGES,2069,0,0,0.0,0,31,15.88,15.88
2023-03-01,2023,3,S02,SKU0008,BEVERAGES,1369,0,0,0.0,0,31,10.11,10.11
2023-03-01,2023,3,S02,SKU0009,BEVERAGES,4224,1,9,0.29,0,31,6.19,5.65
2023-03-01,2023,3,S02,SKU0010,BEVERAGES,4322,1,13,0.419,0,31,2.59,2.26
2023-03-01,2023,3,S02,SKU0011,GROCERY,3258,0,0,0.0,0,31,3.03,3.03
2023-03-01,2023,3,S02,SKU0012,GROCERY,6031,1,7,0.226,0,31,20.5,19.11
2023-03-01,2023,3,S02,SKU0013,GROCERY,2382,0,0,0.0,0,31,17.58,17.58
2023-03-01,2023,3,S02,SKU0014,GROCERY,2754,0,0,0.0,0,31,13.14,13.14
2023-03-01,2023,3,S02,SKU0015,GROCERY,1687,0,0,0.0,0,31,7.58,7.58
2023-03-01,2023,3,S02,SKU0016,GROCERY,3881,0,0,0.0,0,31,13.72,13.72
2023-03-01,2023,3,S02,SKU0017,GROCERY,2949,0,0,0.0,0,31,24.29,24.29
2023-03-01,2023,3,S02,SKU0018,GROCERY,4676,0,0,0.0,0,31,22.53,22.53
2023-03-01,2023,3,S02,SKU0019,GROCERY,5989,1,10,0.323,0,31,3.58,3.23
2023-03-01,2023,3,S02,SKU0020,GROCERY,1730,0,0,0.0,0,31,9.15,9.15
2023-03-01,2023,3,S02,SKU0021,DAIRY,1533,0,0,0.0,0,31,20.98,20.98
2023-03-01,2023,3,S02,SKU0022,DAIRY,1599,1,1,0.032,0,31,14.25,14.11
2023-03-01,2023,3,S02,SKU0023,DAIRY,1122,0,0,0.0,0,31,3.25,3.25
2023-03-01,2023,3,S02,SKU0024,DAIRY,3589,0,0,0.0,0,31,6.17,6.17
2023-03-01,2023,3,S02,SKU0025,DAIRY,809,0,0,0.0,0,31,18.11,18.11
2023-03-01,2023,3,S02,SKU0026,DAIRY,2660,0,0,0.0,0,31,3.24,3.24
2023-03-01,2023,3,S02,SKU0027,CLEANING,793,0,0,0.0,0,31,21.78,21.78
2023-03-01,2023,3,S02,SKU0028,CLEANING,1391,1,5,0.161,0,31,2.99,2.84
2023-03-01,2023,3,S02,SKU0029,CLEANING,717,0,0,0.0,0,31,18.65,18.65
2023-03-01,2023,3,S02,SKU0030,CLEANING,1475,0,0,0.0,0,31,12.6,12.6
2023-03-01,2023,3,S02,SKU0031,CLEANING,544,0,0,0.0,0,31,19.38,19.38
2023-03-01,2023,3,S02,SKU0032,CLEANING,1239,1,1,0.032,0,31,13.1,12.97
2023-03-01,2023,3,S02,SKU0033,PERSONAL_CARE,833,0,0,0.0,0,31,2.1,2.1
2023-03-01,2023,3,S02,SKU0034,PERSONAL_CARE,291,0,0,0.0,0,31,16.46,16.46
2023-03-01,2023,3,S02,SKU0035,PERSONAL_CARE,551,0,0,0.0,0,31,22.83,22.83
2023-03-01,2023,3,S02,SKU0036,PERSONAL_CARE,856,1,9,0.29,0,31,19.26,17.58
2023-03-01,2023,3,S02,SKU0037,PERSONAL_CARE,433,0,0,0.0,0,31,8.31,8.31
2023-03-01,2023,3,S02,SKU0038,PERSONAL_CARE,582,1,5,0.161,0,31,20.49,19.5
2023-03-01,2023,3,S02,SKU0039,PERSONAL_CARE,991,0,0,0.0,0,31,20.39,20.39
2023-03-01,2023,3,S02,SKU0040,PERSONAL_CARE,451,0,0,0.0,0,31,14.17,14.17
2023-03-01,2023,3,S03,SKU0001,BEVERAGES,4653,0,0,0.0,0,31,18.7,18.7
2023-03-01,2023,3,S03,SKU0002,BEVERAGES,4909,0,0,0.0,0,31,5.17,5.17
2023-03-01,2023,3,S03,SKU0003,BEVERAGES,2388,0,0,0.0,0,31,15.63,15.63
2023-03-01,2023,3,S03,SKU0004,BEVERAGES,6216,1,5,0.161,0,31,24.29,23.11
2023-03-01,2023,3,S03,SKU0005,BEVERAGES,6368,0,0,0.0,0,31,5.77,5.77
2023-03-01,2023,3,S03,SKU0006,BEVERAGES,2737,0,0,0.0,0,31,13.83,13.83
2023-03-01,2023,3,S03,SKU0007,BEVERAGES,4023,0,0,0.0,0,31,15.88,15.88
2023-03-01,2023,3,S03,SKU0008,BEVERAGES,2449,0,0,0.0,0,31,10.11,10.11
2023-03-01,2023,3,S03,SKU0009,BEVERAGES,5711,1,8,0.258,0,31,6.19,5.71
2023-03-01,2023,3,S03,SKU0010,BEVERAGES,6667,1,5,0.161,0,31,2.59,2.46
2023-03-01,2023,3,S03,SKU0011,GROCERY,6099,0,0,0.0,0,31,3.03,3.03
2023-03-01,2023,3,S03,SKU0012,GROCERY,10122,0,0,0.0,0,31,20.5,20.5
2023-03-01,2023,3,S03,SKU0013,GROCERY,4386,1,5,0.161,0,31,17.58,16.73
2023-03-01,2023,3,S03,SKU0014,GROCERY,4776,0,0,0.0,0,31,13.14,13.14
2023-03-01,2023,3,S03,SKU0015,GROCERY,3362,1,5,0.161,0,31,7.58,7.21
2023-03-01,2023,3,S03,SKU0016,GROCERY,6560,0,0,0.0,0,31,13.72,13.72
2023-03-01,2023,3,S03,SKU0017,GROCERY,5306,0,0,0.0,0,31,24.29,24.29
2023-03-01,2023,3,S03,SKU0018,GROCERY,13200,1,13,0.419,0,31,22.53,19.7
2023-03-01,2023,3,S03,SKU0019,GROCERY,7245,0,0,0.0,0,31,3.58,3.58
2023-03-01,2023,3,S03,SKU0020,GROCERY,3469,0,0,0.0,0,31,9.15,9.15
2023-03-01,2023,3,S03,SKU0021,DAIRY,2887,0,0,0.0,0,31,20.98,20.98
2023-03-01,2023,3,S03,SKU0022,DAIRY,2762,0,0,0.0,0,31,14.25,14.25
2023-03-01,2023,3,S03,SKU0023,DAIRY,2330,1,7,0.226,0,31,3.25,3.03
2023-03-01,2023,3,S03,SKU0024,DAIRY,5913,0,0,0.0,0,31,6.17,6.17
2023-03-01,2023,3,S03,SKU0025,DAIRY,1341,0,0,0.0,0,31,18.11,18.11
2023-03-01,2023,3,S03,SKU0026,DAIRY,4994,0,0,0.0,0,31,3.24,3.24
2023-03-01,2023,3,S03,SKU0027,CLEANING,2153,1,8,0.258,0,31,21.78,20.09
2023-03-01,2023,3,S03,SKU0028,CLEANING,2109,0,0,0.0,0,31,2.99,2.99
2023-03-01,2023,3,S03,SKU0029,CLEANING,1252,0,0,0.0,0,31,18.65,18.65
2023-03-01,2023,3,S03,SKU0030,CLEANING,3563,1,8,0.258,0,31,12.6,11.62
2023-03-01,2023,3,S03,SKU0031,CLEANING,1020,0,0,0.0,0,31,19.38,19.38
2023-03-01,2023,3,S03,SKU0032,CLEANING,2110,0,0,0.0,0,31,13.1,13.1
2023-03-01,2023,3,S03,SKU0033,PERSONAL_CARE,2192,1,9,0.29,0,31,2.1,1.92
2023-03-01,2023,3,S03,SKU0034,PERSONAL_CARE,827,1,6,0.194,0,31,16.46,15.5
2023-03-01,2023,3,S03,SKU0035,PERSONAL_CARE,1011,0,0,0.0,0,31,22.83,22.83
2023-03-01,2023,3,S03,SKU0036,PERSONAL_CARE,1253,1,10,0.323,0,31,19.26,17.4
2023-03-01,2023,3,S03,SKU0037,PERSONAL_CARE,1037,1,5,0.161,0,31,8.31,7.91
2023-03-01,2023,3,S03,SKU0038,PERSONAL_CARE,969,1,4,0.129,0,31,20.49,19.7
2023-03-01,2023,3,S03,SKU0039,PERSONAL_CARE,1811,0,0,0.0,0,31,20.39,20.39
2023-03-01,2023,3,S03,SKU0040,PERSONAL_CARE,821,0,0,0.0,0,31,14.17,14.17
2023-04-01,2023,4,S01,SKU0001,BEVERAGES,4085,0,0,0.0,0,30,18.7,18.7
2023-04-01,2023,4,S01,SKU0002,BEVERAGES,4423,0,0,0.0,0,30,5.17,5.17
2023-04-01,2023,4,S01,SKU0003,BEVERAGES,2096,0,0,0.0,0,30,15.63,15.63
2023-04-01,2023,4,S01,SKU0004,BEVERAGES,4693,0,0,0.0,0,30,24.29,24.29
2023-04-01,2023,4,S01,SKU0005,BEVERAGES,6420,0,0,0.0,0,30,5.77,5.77
2023-04-01,2023,4,S01,SKU0006,BEVERAGES,2513,0,0,0.0,0,30,13.83,13.83
2023-04-01,2023,4,S01,SKU0007,BEVERAGES,3672,0,0,0.0,0,30,15.88,15.88
2023-04-01,2023,4,S01,SKU0008,BEVERAGES,3342,1,11,0.367,0,30,10.11,9.0
2023-04-01,2023,4,S01,SKU0009,BEVERAGES,4595,0,0,0.0,0,30,6.19,6.19
2023-04-01,2023,4,S01,SKU0010,BEVERAGES,6798,1,9,0.3,0,30,2.59,2.36
2023-04-01,2023,4,S01,SKU0011,GROCERY,7304,1,6,0.2,0,30,3.03,2.85
2023-04-01,2023,4,S01,SKU0012,GROCERY,9414,0,0,0.0,0,30,20.5,20.5
2023-04-01,2023,4,S01,SKU0013,GROCERY,4793,1,7,0.233,0,30,17.58,16.35
2023-04-01,2023,4,S01,SKU0014,GROCERY,5008,0,0,0.0,0,30,13.14,13.14
2023-04-01,2023,4,S01,SKU0015,GROCERY,4412,1,10,0.333,0,30,7.58,6.82
2023-04-01,2023,4,S01,SKU0016,GROCERY,7815,1,5,0.167,0,30,13.72,13.03
2023-04-01,2023,4,S01,SKU0017,GROCERY,6534,1,10,0.333,0,30,24.29,21.86
2023-04-01,2023,4,S01,SKU0018,GROCERY,8007,0,0,0.0,0,30,22.53,22.53
2023-04-01,2023,4,S01,SKU0019,GROCERY,6873,0,0,0.0,0,30,3.58,3.58
2023-04-01,2023,4,S01,SKU0020,GROCERY,2920,0,0,0.0,0,30,9.15,9.15
2023-04-01,2023,4,S01,SKU0021,DAIRY,3150,1,10,0.333,0,30,20.98,18.88
2023-04-01,2023,4,S01,SKU0022,DAIRY,2697,0,0,0.0,0,30,14.25,14.25
2023-04-01,2023,4,S01,SKU0023,DAIRY,2482,1,6,0.2,0,30,3.25,3.05
2023-04-01,2023,4,S01,SKU0024,DAIRY,7816,1,11,0.367,0,30,6.17,5.49
2023-04-01,2023,4,S01,SKU0025,DAIRY,1436,0,0,0.0,0,30,18.11,18.11
2023-04-01,2023,4,S01,SKU0026,DAIRY,4925,0,0,0.0,0,30,3.24,3.24
2023-04-01,2023,4,S01,SKU0027,CLEANING,2165,1,8,0.267,0,30,21.78,20.04
2023-04-01,2023,4,S01,SKU0028,CLEANING,2018,1,2,0.067,0,30,2.99,2.93
2023-04-01,2023,4,S01,SKU0029,CLEANING,1654,1,6,0.2,0,30,18.65,17.53
2023-04-01,2023,4,S01,SKU0030,CLEANING,2353,0,0,0.0,0,30,12.6,12.6
2023-04-01,2023,4,S01,SKU0031,CLEANING,1234,1,5,0.167,0,30,19.38,18.41
2023-04-01,2023,4,S01,SKU0032,CLEANING,2034,0,0,0.0,0,30,13.1,13.1
2023-04-01,2023,4,S01,SKU0033,PERSONAL_CARE,1349,0,0,0.0,0,30,2.1,2.1
2023-04-01,2023,4,S01,SKU0034,PERSONAL_CARE,524,0,0,0.0,0,30,16.46,16.46
2023-04-01,2023,4,S01,SKU0035,PERSONAL_CARE,829,0,0,0.0,0,30,22.83,22.83
2023-04-01,2023,4,S01,SKU0036,PERSONAL_CARE,819,0,0,0.0,0,30,19.26,19.26
2023-04-01,2023,4,S01,SKU0037,PERSONAL_CARE,843,1,2,0.067,0,30,8.31,8.14
2023-04-01,2023,4,S01,SKU0038,PERSONAL_CARE,744,0,0,0.0,0,30,20.49,20.49
2023-04-01,2023,4,S01,SKU0039,PERSONAL_CARE,3055,1,11,0.367,0,30,20.39,18.15
2023-04-01,2023,4,S01,SKU0040,PERSONAL_CARE,856,0,0,0.0,0,30,14.17,14.17
2023-04-01,2023,4,S02,SKU0001,BEVERAGES,2646,0,0,0.0,0,30,18.7,18.7
2023-04-01,2023,4,S02,SKU0002,BEVERAGES,4015,1,5,0.167,0,30,5.17,4.91
2023-04-01,2023,4,S02,SKU0003,BEVERAGES,1464,0,0,0.0,0,30,15.63,15.63
2023-04-01,2023,4,S02,SKU0004,BEVERAGES,5352,1,11,0.367,0,30,24.29,21.62
2023-04-01,2023,4,S02,SKU0005,BEVERAGES,4857,1,3,0.1,0,30,5.77,5.6
2023-04-01,2023,4,S02,SKU0006,BEVERAGES,1680,0,0,0.0,0,30,13.83,13.83
2023-04-01,2023,4,S02,SKU0007,BEVERAGES,2762,0,0,0.0,0,30,15.88,15.88
2023-04-01,2023,4,S02,SKU0008,BEVERAGES,1481,0,0,0.0,0,30,10.11,10.11
2023-04-01,2023,4,S02,SKU0009,BEVERAGES,4224,1,5,0.167,0,30,6.19,5.88
2023-04-01,2023,4,S02,SKU0010,BEVERAGES,3535,0,0,0.0,0,30,2.59,2.59
2023-04-01,2023,4,S02,SKU0011,GROCERY,3850,0,0,0.0,0,30,3.03,3.03
2023-04-01,2023,4,S02,SKU0012,GROCERY,7014,0,0,0.0,0,30,20.5,20.5
2023-04-01,2023,4,S02,SKU0013,GROCERY,2545,0,0,0.0,0,30,17.58,17.58
2023-04-01,2023,4,S02,SKU0014,GROCERY,4296,1,10,0.333,0,30,13.14,11.83
2023-04-01,2023,4,S02,SKU0015,GROCERY,2049,0,0,0.0,0,30,7.58,7.58
2023-04-01,2023,4,S02,SKU0016,GROCERY,6372,1,14,0.467,0,30,13.72,11.8
2023-04-01,2023,4,S02,SKU0017,GROCERY,5709,1,11,0.367,0,30,24.29,21.62
2023-04-01,2023,4,S02,SKU0018,GROCERY,5956,0,0,0.0,0,30,22.53,22.53
2023-04-01,2023,4,S02,SKU0019,GROCERY,4783,0,0,0.0,0,30,3.58,3.58
2023-04-01,2023,4,S02,SKU0020,GROCERY,2279,0,0,0.0,0,30,9.15,9.15
2023-04-01,2023,4,S02,SKU0021,DAIRY,1957,0,0,0.0,0,30,20.98,20.98
2023-04-01,2023,4,S02,SKU0022,DAIRY,2906,1,13,0.433,0,30,14.25,12.4
2023-04-01,2023,4,S02,SKU0023,DAIRY,1662,1,13,0.433,0,30,3.25,2.83
2023-04-01,2023,4,S02,SKU0024,DAIRY,6564,1,12,0.4,0,30,6.17,5.43
