year_month,year,month,sku_id,category,qty_sold,promo_flag,promo_store_days,promo_intensity,holiday_days,days_in_month,n_stores,list_price,avg_selling_price
01/05/25,2025,5,SKU0006,BEVERAGES,11534,1,16,0.172,1,31,3,13.83,13.12
01/06/25,2025,6,SKU0006,BEVERAGES,10517,0,0,0,0,30,3,13.83,13.83
01/07/25,2025,7,SKU0006,BEVERAGES,9809,0,0,0,1,31,3,13.83,13.83
01/08/25,2025,8,SKU0006,BEVERAGES,9593,0,0,0,0,31,3,13.83,13.83
01/09/25,2025,9,SKU0006,BEVERAGES,6502,1,1,0.011,0,30,3,13.83,13.78
01/10/25,2025,10,SKU0006,BEVERAGES,8397,1,11,0.118,1,31,3,13.83,13.34
01/11/25,2025,11,SKU0006,BEVERAGES,8515,1,18,0.2,1,30,3,13.83,13
01/12/25,2025,12,SKU0006,BEVERAGES,6351,1,6,0.065,1,31,3,13.83,13.56
01/01/22,2022,1,SKU0007,BEVERAGES,7798,1,5,0.054,1,31,3,15.88,15.62
01/02/22,2022,2,SKU0007,BEVERAGES,7152,0,0,0,1,28,3,15.88,15.88
01/03/22,2022,3,SKU0007,BEVERAGES,12272,1,10,0.108,0,31,3,15.88,15.37
01/04/22,2022,4,SKU0007,BEVERAGES,11278,0,0,0,0,30,3,15.88,15.88
01/05/22,2022,5,SKU0007,BEVERAGES,13952,1,16,0.172,1,31,3,15.88,15.06
01/06/22,2022,6,SKU0007,BEVERAGES,15347,1,4,0.044,0,30,3,15.88,15.67
01/07/22,2022,7,SKU0007,BEVERAGES,19209,1,12,0.129,1,31,3,15.88,15.27
01/08/22,2022,8,SKU0007,BEVERAGES,13170,0,0,0,0,31,3,15.88,15.88
01/09/22,2022,9,SKU0007,BEVERAGES,10365,1,7,0.078,0,30,3,15.88,15.51
01/10/22,2022,10,SKU0007,BEVERAGES,10202,0,0,0,1,31,3,15.88,15.88
01/11/22,2022,11,SKU0007,BEVERAGES,10149,1,7,0.078,1,30,3,15.88,15.51
01/12/22,2022,12,SKU0007,BEVERAGES,10460,1,9,0.097,1,31,3,15.88,15.42
01/01/23,2023,1,SKU0007,BEVERAGES,8169,1,11,0.118,1,31,3,15.88,15.32
01/02/23,2023,2,SKU0007,BEVERAGES,7786,1,8,0.095,1,28,3,15.88,15.43
01/03/23,2023,3,SKU0007,BEVERAGES,10081,1,8,0.086,0,31,3,15.88,15.47
01/04/23,2023,4,SKU0007,BEVERAGES,14190,1,10,0.111,0,30,3,15.88,15.35
01/05/23,2023,5,SKU0007,BEVERAGES,12605,0,0,0,1,31,3,15.88,15.88
01/06/23,2023,6,SKU0007,BEVERAGES,17666,1,3,0.033,0,30,3,15.88,15.72
01/07/23,2023,7,SKU0007,BEVERAGES,17676,1,7,0.075,1,31,3,15.88,15.52
01/08/23,2023,8,SKU0007,BEVERAGES,13114,0,0,0,0,31,3,15.88,15.88
01/09/23,2023,9,SKU0007,BEVERAGES,11134,1,12,0.133,0,30,3,15.88,15.25
01/10/23,2023,10,SKU0007,BEVERAGES,13479,1,13,0.14,1,31,3,15.88,15.21
01/11/23,2023,11,SKU0007,BEVERAGES,9183,0,0,0,1,30,3,15.88,15.88
01/12/23,2023,12,SKU0007,BEVERAGES,11110,1,19,0.204,1,31,3,15.88,14.91
01/01/24,2024,1,SKU0007,BEVERAGES,7644,0,0,0,1,31,3,15.88,15.88
01/02/24,2024,2,SKU0007,BEVERAGES,9738,1,21,0.241,1,29,3,15.88,14.73
01/03/24,2024,3,SKU0007,BEVERAGES,12920,1,19,0.204,0,31,3,15.88,14.91
01/04/24,2024,4,SKU0007,BEVERAGES,16199,1,20,0.222,0,30,3,15.88,14.82
01/05/24,2024,5,SKU0007,BEVERAGES,12777,1,2,0.022,1,31,3,15.88,15.78
01/06/24,2024,6,SKU0007,BEVERAGES,15220,0,0,0,0,30,3,15.88,15.88
01/07/24,2024,7,SKU0007,BEVERAGES,14314,1,4,0.043,1,31,3,15.88,15.68
01/08/24,2024,8,SKU0007,BEVERAGES,18019,1,14,0.151,0,31,3,15.88,15.16
01/09/24,2024,9,SKU0007,BEVERAGES,9638,0,0,0,0,30,3,15.88,15.88
01/10/24,2024,10,SKU0007,BEVERAGES,10888,1,12,0.129,1,31,3,15.88,15.27
01/11/24,2024,11,SKU0007,BEVERAGES,10020,0,0,0,1,30,3,15.88,15.88
01/12/24,2024,12,SKU0007,BEVERAGES,9880,1,17,0.183,1,31,3,15.88,15.01
01/01/25,2025,1,SKU0007,BEVERAGES,7829,1,4,0.043,1,31,3,15.88,15.68
01/02/25,2025,2,SKU0007,BEVERAGES,8751,1,7,0.083,1,28,3,15.88,15.48
01/03/25,2025,3,SKU0007,BEVERAGES,12754,1,21,0.226,0,31,3,15.88,14.81
01/04/25,2025,4,SKU0007,BEVERAGES,11757,1,3,0.033,0,30,3,15.88,15.72
01/05/25,2025,5,SKU0007,BEVERAGES,16420,1,10,0.108,1,31,3,15.88,15.37
01/06/25,2025,6,SKU0007,BEVERAGES,16076,0,0,0,0,30,3,15.88,15.88
01/07/25,2025,7,SKU0007,BEVERAGES,15923,1,12,0.129,1,31,3,15.88,15.27
01/08/25,2025,8,SKU0007,BEVERAGES,16458,1,7,0.075,0,31,3,15.88,15.52
01/09/25,2025,9,SKU0007,BEVERAGES,9606,0,0,0,0,30,3,15.88,15.88
01/10/25,2025,10,SKU0007,BEVERAGES,11312,1,8,0.086,1,31,3,15.88,15.47
01/11/25,2025,11,SKU0007,BEVERAGES,10357,0,0,0,1,30,3,15.88,15.88
01/12/25,2025,12,SKU0007,BEVERAGES,8906,0,0,0,1,31,3,15.88,15.88
01/01/22,2022,1,SKU0008,BEVERAGES,5177,1,10,0.108,1,31,3,10.11,9.78
01/02/22,2022,2,SKU0008,BEVERAGES,5814,1,23,0.274,1,28,3,10.11,9.28
01/03/22,2022,3,SKU0008,BEVERAGES,5920,1,6,0.065,0,31,3,10.11,9.91
01/04/22,2022,4,SKU0008,BEVERAGES,7008,1,5,0.056,0,30,3,10.11,9.94
01/05/22,2022,5,SKU0008,BEVERAGES,9539,1,24,0.258,1,31,3,10.11,9.33
01/06/22,2022,6,SKU0008,BEVERAGES,9692,1,6,0.067,0,30,3,10.11,9.91
01/07/22,2022,7,SKU0008,BEVERAGES,11224,1,19,0.204,1,31,3,10.11,9.49
01/08/22,2022,8,SKU0008,BEVERAGES,8328,1,8,0.086,0,31,3,10.11,9.85
01/09/22,2022,9,SKU0008,BEVERAGES,5808,0,0,0,0,30,3,10.11,10.11
01/10/22,2022,10,SKU0008,BEVERAGES,7104,1,14,0.151,1,31,3,10.11,9.65
01/11/22,2022,11,SKU0008,BEVERAGES,5517,0,0,0,1,30,3,10.11,10.11
01/12/22,2022,12,SKU0008,BEVERAGES,6020,1,5,0.054,1,31,3,10.11,9.95
01/01/23,2023,1,SKU0008,BEVERAGES,4842,1,9,0.097,1,31,3,10.11,9.82
01/02/23,2023,2,SKU0008,BEVERAGES,4439,1,5,0.06,1,28,3,10.11,9.93
01/03/23,2023,3,SKU0008,BEVERAGES,5914,1,6,0.065,0,31,3,10.11,9.91
01/04/23,2023,4,SKU0008,BEVERAGES,8648,1,19,0.211,0,30,3,10.11,9.47
01/05/23,2023,5,SKU0008,BEVERAGES,7037,0,0,0,1,31,3,10.11,10.11
01/06/23,2023,6,SKU0008,BEVERAGES,8967,0,0,0,0,30,3,10.11,10.11
01/07/23,2023,7,SKU0008,BEVERAGES,9440,1,7,0.075,1,31,3,10.11,9.88
01/08/23,2023,8,SKU0008,BEVERAGES,9381,1,16,0.172,0,31,3,10.11,9.59
01/09/23,2023,9,SKU0008,BEVERAGES,5758,0,0,0,0,30,3,10.11,10.11
01/10/23,2023,10,SKU0008,BEVERAGES,6112,0,0,0,1,31,3,10.11,10.11
01/11/23,2023,11,SKU0008,BEVERAGES,5824,0,0,0,1,30,3,10.11,10.11
01/12/23,2023,12,SKU0008,BEVERAGES,6424,1,18,0.194,1,31,3,10.11,9.52
01/01/24,2024,1,SKU0008,BEVERAGES,4299,0,0,0,1,31,3,10.11,10.11
01/02/24,2024,2,SKU0008,BEVERAGES,4446,0,0,0,1,29,3,10.11,10.11
01/03/24,2024,3,SKU0008,BEVERAGES,5577,0,0,0,0,31,3,10.11,10.11
01/04/24,2024,4,SKU0008,BEVERAGES,7598,1,6,0.067,0,30,3,10.11,9.91
01/05/24,2024,5,SKU0008,BEVERAGES,8695,1,13,0.14,1,31,3,10.11,9.69
01/06/24,2024,6,SKU0008,BEVERAGES,10150,1,4,0.044,0,30,3,10.11,9.98
01/07/24,2024,7,SKU0008,BEVERAGES,8810,1,10,0.108,1,31,3,10.11,9.78
01/08/24,2024,8,SKU0008,BEVERAGES,11664,1,22,0.237,0,31,3,10.11,9.39
01/09/24,2024,9,SKU0008,BEVERAGES,6107,1,2,0.022,0,30,3,10.11,10.04
01/10/24,2024,10,SKU0008,BEVERAGES,5845,0,0,0,1,31,3,10.11,10.11
01/11/24,2024,11,SKU0008,BEVERAGES,6175,0,0,0,1,30,3,10.11,10.11
01/12/24,2024,12,SKU0008,BEVERAGES,7069,1,21,0.226,1,31,3,10.11,9.43
01/01/25,2025,1,SKU0008,BEVERAGES,5160,1,9,0.097,1,31,3,10.11,9.82
01/02/25,2025,2,SKU0008,BEVERAGES,5375,1,9,0.107,1,28,3,10.11,9.79
01/03/25,2025,3,SKU0008,BEVERAGES,7952,1,10,0.108,0,31,3,10.11,9.78
01/04/25,2025,4,SKU0008,BEVERAGES,6594,0,0,0,0,30,3,10.11,10.11
01/05/25,2025,5,SKU0008,BEVERAGES,7926,0,0,0,1,31,3,10.11,10.11
01/06/25,2025,6,SKU0008,BEVERAGES,9656,0,0,0,0,30,3,10.11,10.11
01/07/25,2025,7,SKU0008,BEVERAGES,11615,1,20,0.215,1,31,3,10.11,9.46
01/08/25,2025,8,SKU0008,BEVERAGES,9575,1,6,0.065,0,31,3,10.11,9.91
01/09/25,2025,9,SKU0008,BEVERAGES,6118,1,7,0.078,0,30,3,10.11,9.87
01/10/25,2025,10,SKU0008,BEVERAGES,6889,1,5,0.054,1,31,3,10.11,9.95
01/11/25,2025,11,SKU0008,BEVERAGES,7157,1,11,0.122,1,30,3,10.11,9.74
01/12/25,2025,12,SKU0008,BEVERAGES,5634,1,3,0.032,1,31,3,10.11,10.01
01/01/22,2022,1,SKU0009,BEVERAGES,7399,0,0,0,1,31,3,6.19,6.19
01/02/22,2022,2,SKU0009,BEVERAGES,7773,1,7,0.083,1,28,3,6.19,6.04
01/03/22,2022,3,SKU0009,BEVERAGES,11701,1,7,0.075,0,31,3,6.19,6.05
01/04/22,2022,4,SKU0009,BEVERAGES,13946,1,14,0.156,0,30,3,6.19,5.9
01/05/22,2022,5,SKU0009,BEVERAGES,12165,0,0,0,1,31,3,6.19,6.19
01/06/22,2022,6,SKU0009,BEVERAGES,16937,0,0,0,0,30,3,6.19,6.19
01/07/22,2022,7,SKU0009,BEVERAGES,19051,1,12,0.129,1,31,3,6.19,5.95
01/08/22,2022,8,SKU0009,BEVERAGES,19486,1,14,0.151,0,31,3,6.19,5.91
01/09/22,2022,9,SKU0009,BEVERAGES,12339,1,13,0.144,0,30,3,6.19,5.92
01/10/22,2022,10,SKU0009,BEVERAGES,13007,1,11,0.118,1,31,3,6.19,5.97
01/11/22,2022,11,SKU0009,BEVERAGES,10707,0,0,0,1,30,3,6.19,6.19
01/12/22,2022,12,SKU0009,BEVERAGES,9825,0,0,0,1,31,3,6.19,6.19
01/01/23,2023,1,SKU0009,BEVERAGES,8525,0,0,0,1,31,3,6.19,6.19
01/02/23,2023,2,SKU0009,BEVERAGES,11991,1,22,0.262,1,28,3,6.19,5.7
01/03/23,2023,3,SKU0009,BEVERAGES,13574,1,17,0.183,0,31,3,6.19,5.85
01/04/23,2023,4,SKU0009,BEVERAGES,15192,1,9,0.1,0,30,3,6.19,6
01/05/23,2023,5,SKU0009,BEVERAGES,14165,0,0,0,1,31,3,6.19,6.19
01/06/23,2023,6,SKU0009,BEVERAGES,24695,1,18,0.2,0,30,3,6.19,5.82
01/07/23,2023,7,SKU0009,BEVERAGES,19905,1,2,0.022,1,31,3,6.19,6.15
01/08/23,2023,8,SKU0009,BEVERAGES,22273,1,18,0.194,0,31,3,6.19,5.83
01/09/23,2023,9,SKU0009,BEVERAGES,14193,1,6,0.067,0,30,3,6.19,6.07
01/10/23,2023,10,SKU0009,BEVERAGES,19280,1,26,0.28,1,31,3,6.19,5.67
01/11/23,2023,11,SKU0009,BEVERAGES,12770,1,3,0.033,1,30,3,6.19,6.13
01/12/23,2023,12,SKU0009,BEVERAGES,10721,0,0,0,1,31,3,6.19,6.19
01/01/24,2024,1,SKU0009,BEVERAGES,12272,1,16,0.172,1,31,3,6.19,5.87
01/02/24,2024,2,SKU0009,BEVERAGES,12083,1,17,0.195,1,29,3,6.19,5.83
01/03/24,2024,3,SKU0009,BEVERAGES,13024,0,0,0,0,31,3,6.19,6.19
01/04/24,2024,4,SKU0009,BEVERAGES,14486,1,2,0.022,0,30,3,6.19,6.15
01/05/24,2024,5,SKU0009,BEVERAGES,17248,1,3,0.032,1,31,3,6.19,6.13
01/06/24,2024,6,SKU0009,BEVERAGES,20783,0,0,0,0,30,3,6.19,6.19
01/07/24,2024,7,SKU0009,BEVERAGES,22670,1,8,0.086,1,31,3,6.19,6.03
01/08/24,2024,8,SKU0009,BEVERAGES,17952,0,0,0,0,31,3,6.19,6.19
01/09/24,2024,9,SKU0009,BEVERAGES,17654,1,17,0.189,0,30,3,6.19,5.84
01/10/24,2024,10,SKU0009,BEVERAGES,16092,1,8,0.086,1,31,3,6.19,6.03
01/11/24,2024,11,SKU0009,BEVERAGES,14078,1,3,0.033,1,30,3,6.19,6.13
01/12/24,2024,12,SKU0009,BEVERAGES,16487,1,19,0.204,1,31,3,6.19,5.81
01/01/25,2025,1,SKU0009,BEVERAGES,12419,1,8,0.086,1,31,3,6.19,6.03
01/02/25,2025,2,SKU0009,BEVERAGES,10707,0,0,0,1,28,3,6.19,6.19
01/03/25,2025,3,SKU0009,BEVERAGES,15619,1,7,0.075,0,31,3,6.19,6.05
01/04/25,2025,4,SKU0009,BEVERAGES,19305,1,9,0.1,0,30,3,6.19,6
01/05/25,2025,5,SKU0009,BEVERAGES,21253,1,12,0.129,1,31,3,6.19,5.95
01/06/25,2025,6,SKU0009,BEVERAGES,23345,0,0,0,0,30,3,6.19,6.19
01/07/25,2025,7,SKU0009,BEVERAGES,26343,1,14,0.151,1,31,3,6.19,5.91
01/08/25,2025,8,SKU0009,BEVERAGES,29486,1,26,0.28,0,31,3,6.19,5.67
01/09/25,2025,9,SKU0009,BEVERAGES,15053,1,5,0.056,0,30,3,6.19,6.09
01/10/25,2025,10,SKU0009,BEVERAGES,17789,1,8,0.086,1,31,3,6.19,6.03
01/11/25,2025,11,SKU0009,BEVERAGES,17377,1,9,0.1,1,30,3,6.19,6
01/12/25,2025,12,SKU0009,BEVERAGES,14537,1,6,0.065,1,31,3,6.19,6.07
01/01/22,2022,1,SKU0010,BEVERAGES,9238,1,4,0.043,1,31,3,2.59,2.56
01/02/22,2022,2,SKU0010,BEVERAGES,9677,1,15,0.179,1,28,3,2.59,2.45
01/03/22,2022,3,SKU0010,BEVERAGES,11592,1,6,0.065,0,31,3,2.59,2.54
01/04/22,2022,4,SKU0010,BEVERAGES,16615,1,14,0.156,0,30,3,2.59,2.47
01/05/22,2022,5,SKU0010,BEVERAGES,18668,1,21,0.226,1,31,3,2.59,2.41
01/06/22,2022,6,SKU0010,BEVERAGES,18147,1,5,0.056,0,30,3,2.59,2.55
01/07/22,2022,7,SKU0010,BEVERAGES,16559,0,0,0,1,31,3,2.59,2.59
01/08/22,2022,8,SKU0010,BEVERAGES,19821,1,17,0.183,0,31,3,2.59,2.45
01/09/22,2022,9,SKU0010,BEVERAGES,12619,1,5,0.056,0,30,3,2.59,2.55
01/10/22,2022,10,SKU0010,BEVERAGES,12589,0,0,0,1,31,3,2.59,2.59
01/11/22,2022,11,SKU0010,BEVERAGES,15281,1,26,0.289,1,30,3,2.59,2.36
01/12/22,2022,12,SKU0010,BEVERAGES,12281,1,7,0.075,1,31,3,2.59,2.53
01/01/23,2023,1,SKU0010,BEVERAGES,10058,1,4,0.043,1,31,3,2.59,2.56
01/02/23,2023,2,SKU0010,BEVERAGES,10312,1,15,0.179,1,28,3,2.59,2.45
01/03/23,2023,3,SKU0010,BEVERAGES,16189,1,24,0.258,0,31,3,2.59,2.39
01/04/23,2023,4,SKU0010,BEVERAGES,16100,1,9,0.1,0,30,3,2.59,2.51
01/05/23,2023,5,SKU0010,BEVERAGES,16923,1,8,0.086,1,31,3,2.59,2.52
01/06/23,2023,6,SKU0010,BEVERAGES,19382,0,0,0,0,30,3,2.59,2.59
01/07/23,2023,7,SKU0010,BEVERAGES,17661,0,0,0,1,31,3,2.59,2.59
01/08/23,2023,8,SKU0010,BEVERAGES,16513,0,0,0,0,31,3,2.59,2.59
01/09/23,2023,9,SKU0010,BEVERAGES,13120,1,9,0.1,0,30,3,2.59,2.51
01/10/23,2023,10,SKU0010,BEVERAGES,12433,0,0,0,1,31,3,2.59,2.59
01/11/23,2023,11,SKU0010,BEVERAGES,14320,1,12,0.133,1,30,3,2.59,2.49
01/12/23,2023,12,SKU0010,BEVERAGES,12796,1,11,0.118,1,31,3,2.59,2.5
01/01/24,2024,1,SKU0010,BEVERAGES,9465,1,2,0.022,1,31,3,2.59,2.57
01/02/24,2024,2,SKU0010,BEVERAGES,11257,1,14,0.161,1,29,3,2.59,2.46
01/03/24,2024,3,SKU0010,BEVERAGES,13132,0,0,0,0,31,3,2.59,2.59
01/04/24,2024,4,SKU0010,BEVERAGES,14687,0,0,0,0,30,3,2.59,2.59
01/05/24,2024,5,SKU0010,BEVERAGES,18716,1,13,0.14,1,31,3,2.59,2.48
01/06/24,2024,6,SKU0010,BEVERAGES,20243,0,0,0,0,30,3,2.59,2.59
01/07/24,2024,7,SKU0010,BEVERAGES,20424,1,6,0.065,1,31,3,2.59,2.54
01/08/24,2024,8,SKU0010,BEVERAGES,24677,1,22,0.237,0,31,3,2.59,2.41
01/09/24,2024,9,SKU0010,BEVERAGES,14189,1,5,0.056,0,30,3,2.59,2.55
01/10/24,2024,10,SKU0010,BEVERAGES,14159,1,6,0.065,1,31,3,2.59,2.54
01/11/24,2024,11,SKU0010,BEVERAGES,15506,1,9,0.1,1,30,3,2.59,2.51
01/12/24,2024,12,SKU0010,BEVERAGES,12401,0,0,0,1,31,3,2.59,2.59
01/01/25,2025,1,SKU0010,BEVERAGES,11231,1,3,0.032,1,31,3,2.59,2.56
01/02/25,2025,2,SKU0010,BEVERAGES,12367,1,18,0.214,1,28,3,2.59,2.42
01/03/25,2025,3,SKU0010,BEVERAGES,15790,1,13,0.14,0,31,3,2.59,2.48
01/04/25,2025,4,SKU0010,BEVERAGES,14945,0,0,0,0,30,3,2.59,2.59
01/05/25,2025,5,SKU0010,BEVERAGES,22241,1,12,0.129,1,31,3,2.59,2.49
01/06/25,2025,6,SKU0010,BEVERAGES,21846,0,0,0,0,30,3,2.59,2.59
01/07/25,2025,7,SKU0010,BEVERAGES,20214,0,0,0,1,31,3,2.59,2.59
01/08/25,2025,8,SKU0010,BEVERAGES,19187,0,0,0,0,31,3,2.59,2.59
01/09/25,2025,9,SKU0010,BEVERAGES,12957,0,0,0,0,30,3,2.59,2.59
01/10/25,2025,10,SKU0010,BEVERAGES,16176,1,12,0.129,1,31,3,2.59,2.49
01/11/25,2025,11,SKU0010,BEVERAGES,14205,0,0,0,1,30,3,2.59,2.59
01/12/25,2025,12,SKU0010,BEVERAGES,11186,0,0,0,1,31,3,2.59,2.59
01/01/22,2022,1,SKU0011,GROCERY,11927,1,1,0.011,1,31,3,3.03,3.02
01/02/22,2022,2,SKU0011,GROCERY,12755,1,7,0.083,1,28,3,3.03,2.95
01/03/22,2022,3,SKU0011,GROCERY,18143,1,21,0.226,0,31,3,3.03,2.82
01/04/22,2022,4,SKU0011,GROCERY,18319,1,8,0.089,0,30,3,3.03,2.95
01/05/22,2022,5,SKU0011,GROCERY,22978,1,16,0.172,1,31,3,3.03,2.87
01/06/22,2022,6,SKU0011,GROCERY,21191,1,20,0.222,0,30,3,3.03,2.83
01/07/22,2022,7,SKU0011,GROCERY,16857,1,5,0.054,1,31,3,3.03,2.98
01/08/22,2022,8,SKU0011,GROCERY,17104,1,22,0.237,0,31,3,3.03,2.81
01/09/22,2022,9,SKU0011,GROCERY,15464,1,9,0.1,0,30,3,3.03,2.94
01/10/22,2022,10,SKU0011,GROCERY,19313,1,16,0.172,1,31,3,3.03,2.87
01/11/22,2022,11,SKU0011,GROCERY,14491,0,0,0,1,30,3,3.03,3.03
01/12/22,2022,12,SKU0011,GROCERY,12738,0,0,0,1,31,3,3.03,3.03
01/01/23,2023,1,SKU0011,GROCERY,10947,1,1,0.011,1,31,3,3.03,3.02
01/02/23,2023,2,SKU0011,GROCERY,12926,1,26,0.31,1,28,3,3.03,2.75
01/03/23,2023,3,SKU0011,GROCERY,15780,1,7,0.075,0,31,3,3.03,2.96
01/04/23,2023,4,SKU0011,GROCERY,17725,1,8,0.089,0,30,3,3.03,2.95
01/05/23,2023,5,SKU0011,GROCERY,22183,1,13,0.14,1,31,3,3.03,2.9
01/06/23,2023,6,SKU0011,GROCERY,17525,0,0,0,0,30,3,3.03,3.03
01/07/23,2023,7,SKU0011,GROCERY,18426,1,14,0.151,1,31,3,3.03,2.89
01/08/23,2023,8,SKU0011,GROCERY,17211,1,9,0.097,0,31,3,3.03,2.94
01/09/23,2023,9,SKU0011,GROCERY,19704,1,32,0.356,0,30,3,3.03,2.71
01/10/23,2023,10,SKU0011,GROCERY,16498,1,7,0.075,1,31,3,3.03,2.96
01/11/23,2023,11,SKU0011,GROCERY,14612,0,0,0,1,30,3,3.03,3.03
01/12/23,2023,12,SKU0011,GROCERY,14614,1,13,0.14,1,31,3,3.03,2.9
01/01/24,2024,1,SKU0011,GROCERY,12581,1,8,0.086,1,31,3,3.03,2.95
01/02/24,2024,2,SKU0011,GROCERY,11512,1,11,0.126,1,29,3,3.03,2.91
01/03/24,2024,3,SKU0011,GROCERY,16180,1,13,0.14,0,31,3,3.03,2.9
01/04/24,2024,4,SKU0011,GROCERY,19238,1,14,0.156,0,30,3,3.03,2.89
01/05/24,2024,5,SKU0011,GROCERY,18069,0,0,0,1,31,3,3.03,3.03
01/06/24,2024,6,SKU0011,GROCERY,18005,1,10,0.111,0,30,3,3.03,2.93
01/07/24,2024,7,SKU0011,GROCERY,14808,0,0,0,1,31,3,3.03,3.03
01/08/24,2024,8,SKU0011,GROCERY,15738,1,6,0.065,0,31,3,3.03,2.97
01/09/24,2024,9,SKU0011,GROCERY,16394,1,13,0.144,0,30,3,3.03,2.9
01/10/24,2024,10,SKU0011,GROCERY,14783,1,2,0.022,1,31,3,3.03,3.01
01/11/24,2024,11,SKU0011,GROCERY,16912,1,5,0.056,1,30,3,3.03,2.98
01/12/24,2024,12,SKU0011,GROCERY,14147,1,16,0.172,1,31,3,3.03,2.87
01/01/25,2025,1,SKU0011,GROCERY,12086,1,6,0.065,1,31,3,3.03,2.97
01/02/25,2025,2,SKU0011,GROCERY,13032,1,22,0.262,1,28,3,3.03,2.79
01/03/25,2025,3,SKU0011,GROCERY,13978,0,0,0,0,31,3,3.03,3.03
01/04/25,2025,4,SKU0011,GROCERY,16350,0,0,0,0,30,3,3.03,3.03
01/05/25,2025,5,SKU0011,GROCERY,18754,0,0,0,1,31,3,3.03,3.03
01/06/25,2025,6,SKU0011,GROCERY,17104,0,0,0,0,30,3,3.03,3.03
01/07/25,2025,7,SKU0011,GROCERY,16774,1,7,0.075,1,31,3,3.03,2.96
01/08/25,2025,8,SKU0011,GROCERY,19279,1,24,0.258,0,31,3,3.03,2.8
01/09/25,2025,9,SKU0011,GROCERY,15420,1,11,0.122,0,30,3,3.03,2.92
01/10/25,2025,10,SKU0011,GROCERY,17030,1,8,0.086,1,31,3,3.03,2.95
01/11/25,2025,11,SKU0011,GROCERY,14583,0,0,0,1,30,3,3.03,3.03
01/12/25,2025,12,SKU0011,GROCERY,13256,1,6,0.065,1,31,3,3.03,2.97
01/01/22,2022,1,SKU0012,GROCERY,15829,0,0,0,1,31,3,20.5,20.5
01/02/22,2022,2,SKU0012,GROCERY,14895,0,0,0,1,28,3,20.5,20.5
01/03/22,2022,3,SKU0012,GROCERY,22292,1,6,0.065,0,31,3,20.5,20.1
01/04/22,2022,4,SKU0012,GROCERY,22893,0,0,0,0,30,3,20.5,20.5
01/05/22,2022,5,SKU0012,GROCERY,30990,1,11,0.118,1,31,3,20.5,19.77
01/06/22,2022,6,SKU0012,GROCERY,27976,1,12,0.133,0,30,3,20.5,19.68
01/07/22,2022,7,SKU0012,GROCERY,28644,1,19,0.204,1,31,3,20.5,19.24
01/08/22,2022,8,SKU0012,GROCERY,26734,1,15,0.161,0,31,3,20.5,19.51
01/09/22,2022,9,SKU0012,GROCERY,22701,0,0,0,0,30,3,20.5,20.5
01/10/22,2022,10,SKU0012,GROCERY,23096,0,0,0,1,31,3,20.5,20.5
01/11/22,2022,11,SKU0012,GROCERY,24597,1,5,0.056,1,30,3,20.5,20.16
01/12/22,2022,12,SKU0012,GROCERY,22496,1,12,0.129,1,31,3,20.5,19.71
01/01/23,2023,1,SKU0012,GROCERY,20983,1,15,0.161,1,31,3,20.5,19.51
01/02/23,2023,2,SKU0012,GROCERY,19132,1,12,0.143,1,28,3,20.5,19.62
01/03/23,2023,3,SKU0012,GROCERY,24392,1,7,0.075,0,31,3,20.5,20.04
01/04/23,2023,4,SKU0012,GROCERY,33672,1,14,0.156,0,30,3,20.5,19.54
01/05/23,2023,5,SKU0012,GROCERY,33759,1,10,0.108,1,31,3,20.5,19.84
01/06/23,2023,6,SKU0012,GROCERY,36688,1,22,0.244,0,30,3,20.5,19
01/07/23,2023,7,SKU0012,GROCERY,31365,1,11,0.118,1,31,3,20.5,19.77
01/08/23,2023,8,SKU0012,GROCERY,31189,1,15,0.161,0,31,3,20.5,19.51
01/09/23,2023,9,SKU0012,GROCERY,28408,1,8,0.089,0,30,3,20.5,19.95
01/10/23,2023,10,SKU0012,GROCERY,29794,1,10,0.108,1,31,3,20.5,19.84
01/11/23,2023,11,SKU0012,GROCERY,33229,1,16,0.178,1,30,3,20.5,19.41
01/12/23,2023,12,SKU0012,GROCERY,25998,1,7,0.075,1,31,3,20.5,20.04
01/01/24,2024,1,SKU0012,GROCERY,20778,0,0,0,1,31,3,20.5,20.5
01/02/24,2024,2,SKU0012,GROCERY,21079,1,2,0.023,1,29,3,20.5,20.36
01/03/24,2024,3,SKU0012,GROCERY,37321,1,29,0.312,0,31,3,20.5,18.58
01/04/24,2024,4,SKU0012,GROCERY,36883,1,20,0.222,0,30,3,20.5,19.13
01/05/24,2024,5,SKU0012,GROCERY,37149,0,0,0,1,31,3,20.5,20.5
01/06/24,2024,6,SKU0012,GROCERY,36866,0,0,0,0,30,3,20.5,20.5
01/07/24,2024,7,SKU0012,GROCERY,34301,1,11,0.118,1,31,3,20.5,19.77
01/08/24,2024,8,SKU0012,GROCERY,30299,1,5,0.054,0,31,3,20.5,20.17
01/09/24,2024,9,SKU0012,GROCERY,36546,1,15,0.167,0,30,3,20.5,19.48
01/10/24,2024,10,SKU0012,GROCERY,32554,1,5,0.054,1,31,3,20.5,20.17
01/11/24,2024,11,SKU0012,GROCERY,33913,1,8,0.089,1,30,3,20.5,19.95
01/12/24,2024,12,SKU0012,GROCERY,31147,1,14,0.151,1,31,3,20.5,19.57
01/01/25,2025,1,SKU0012,GROCERY,26304,1,16,0.172,1,31,3,20.5,19.44
