date,sku,product_name,category,brand,unit_price,sales,revenue
2022-10-01,SEA-1010,Seasonal Standard 5,Footwear,BrandB,500,1516,758000
2022-11-01,SEA-1010,Seasonal Standard 5,Footwear,BrandB,500,1731,865500
2022-12-01,SEA-1010,Seasonal Standard 5,Footwear,BrandB,500,2008,1004000
2023-01-01,SEA-1010,Seasonal Standard 5,Footwear,BrandB,500,2322,1161000
2023-02-01,SEA-1010,Seasonal Standard 5,Footwear,BrandB,500,2465,1232500
2023-03-01,SEA-1010,Seasonal Standard 5,Footwear,BrandB,500,2526,1263000
2023-04-01,SEA-1010,Seasonal Standard 5,Footwear,BrandB,500,2299,1149500
2023-05-01,SEA-1010,Seasonal Standard 5,Footwear,BrandB,500,2105,1052500
2023-06-01,SEA-1010,Seasonal Standard 5,Footwear,BrandB,500,1800,900000
2023-07-01,SEA-1010,Seasonal Standard 5,Footwear,BrandB,500,1638,819000
2023-08-01,SEA-1010,Seasonal Standard 5,Footwear,BrandB,500,1510,755000
2023-09-01,SEA-1010,Seasonal Standard 5,Footwear,BrandB,500,1508,754000
2023-10-01,SEA-1010,Seasonal Standard 5,Footwear,BrandB,500,1721,860500
2023-11-01,SEA-1010,Seasonal Standard 5,Footwear,BrandB,500,1955,977500
2023-12-01,SEA-1010,Seasonal Standard 5,Footwear,BrandB,500,2177,1088500
2024-01-01,SEA-1010,Seasonal Standard 5,Footwear,BrandB,500,2470,1235000
2024-02-01,SEA-1010,Seasonal Standard 5,Footwear,BrandB,500,2582,1291000
2024-03-01,SEA-1010,Seasonal Standard 5,Footwear,BrandB,500,2603,1301500
2024-04-01,SEA-1010,Seasonal Standard 5,Footwear,BrandB,500,2430,1215000
2024-05-01,SEA-1010,Seasonal Standard 5,Footwear,BrandB,500,2233,1116500
2024-06-01,SEA-1010,Seasonal Standard 5,Footwear,BrandB,500,2026,1013000
2024-07-01,SEA-1010,Seasonal Standard 5,Footwear,BrandB,500,1710,855000
2024-08-01,SEA-1010,Seasonal Standard 5,Footwear,BrandB,500,1552,776000
2024-09-01,SEA-1010,Seasonal Standard 5,Footwear,BrandB,500,1612,806000
2024-10-01,SEA-1010,Seasonal Standard 5,Footwear,BrandB,500,1777,888500
2024-11-01,SEA-1010,Seasonal Standard 5,Footwear,BrandB,500,2038,1019000
2024-12-01,SEA-1010,Seasonal Standard 5,Footwear,BrandB,500,2301,1150500
2022-01-01,ARP-1011,AR-Series 1,Electronics,BrandC,1000,487,487000
2022-02-01,ARP-1011,AR-Series 1,Electronics,BrandC,1000,534,534000
2022-03-01,ARP-1011,AR-Series 1,Electronics,BrandC,1000,540,540000
2022-04-01,ARP-1011,AR-Series 1,Electronics,BrandC,1000,529,529000
2022-05-01,ARP-1011,AR-Series 1,Electronics,BrandC,1000,511,511000
2022-06-01,ARP-1011,AR-Series 1,Electronics,BrandC,1000,462,462000
2022-07-01,ARP-1011,AR-Series 1,Electronics,BrandC,1000,522,522000
2022-08-01,ARP-1011,AR-Series 1,Electronics,BrandC,1000,500,500000
2022-09-01,ARP-1011,AR-Series 1,Electronics,BrandC,1000,488,488000
2022-10-01,ARP-1011,AR-Series 1,Electronics,BrandC,1000,535,535000
2022-11-01,ARP-1011,AR-Series 1,Electronics,BrandC,1000,545,545000
2022-12-01,ARP-1011,AR-Series 1,Electronics,BrandC,1000,545,545000
2023-01-01,ARP-1011,AR-Series 1,Electronics,BrandC,1000,494,494000
2023-02-01,ARP-1011,AR-Series 1,Electronics,BrandC,1000,504,504000
2023-03-01,ARP-1011,AR-Series 1,Electronics,BrandC,1000,485,485000
2023-04-01,ARP-1011,AR-Series 1,Electronics,BrandC,1000,544,544000
2023-05-01,ARP-1011,AR-Series 1,Electronics,BrandC,1000,535,535000
2023-06-01,ARP-1011,AR-Series 1,Electronics,BrandC,1000,546,546000
2023-07-01,ARP-1011,AR-Series 1,Electronics,BrandC,1000,534,534000
2023-08-01,ARP-1011,AR-Series 1,Electronics,BrandC,1000,559,559000
2023-09-01,ARP-1011,AR-Series 1,Electronics,BrandC,1000,549,549000
2023-10-01,ARP-1011,AR-Series 1,Electronics,BrandC,1000,503,503000
2023-11-01,ARP-1011,AR-Series 1,Electronics,BrandC,1000,446,446000
2023-12-01,ARP-1011,AR-Series 1,Electronics,BrandC,1000,465,465000
2024-01-01,ARP-1011,AR-Series 1,Electronics,BrandC,1000,453,453000
2024-02-01,ARP-1011,AR-Series 1,Electronics,BrandC,1000,517,517000
2024-03-01,ARP-1011,AR-Series 1,Electronics,BrandC,1000,540,540000
2024-04-01,ARP-1011,AR-Series 1,Electronics,BrandC,1000,533,533000
2024-05-01,ARP-1011,AR-Series 1,Electronics,BrandC,1000,552,552000
2024-06-01,ARP-1011,AR-Series 1,Electronics,BrandC,1000,521,521000
2024-07-01,ARP-1011,AR-Series 1,Electronics,BrandC,1000,445,445000
2024-08-01,ARP-1011,AR-Series 1,Electronics,BrandC,1000,444,444000
2024-09-01,ARP-1011,AR-Series 1,Electronics,BrandC,1000,468,468000
2024-10-01,ARP-1011,AR-Series 1,Electronics,BrandC,1000,430,430000
2024-11-01,ARP-1011,AR-Series 1,Electronics,BrandC,1000,446,446000
2024-12-01,ARP-1011,AR-Series 1,Electronics,BrandC,1000,479,479000
2022-01-01,ARP-1012,AR-Series 2,Electronics,BrandC,1100,564,620400
2022-02-01,ARP-1012,AR-Series 2,Electronics,BrandC,1100,577,634700
2022-03-01,ARP-1012,AR-Series 2,Electronics,BrandC,1100,604,664400
2022-04-01,ARP-1012,AR-Series 2,Electronics,BrandC,1100,597,656700
2022-05-01,ARP-1012,AR-Series 2,Electronics,BrandC,1100,662,728200
2022-06-01,ARP-1012,AR-Series 2,Electronics,BrandC,1100,618,679800
2022-07-01,ARP-1012,AR-Series 2,Electronics,BrandC,1100,622,684200
2022-08-01,ARP-1012,AR-Series 2,Electronics,BrandC,1100,612,673200
2022-09-01,ARP-1012,AR-Series 2,Electronics,BrandC,1100,620,682000
2022-10-01,ARP-1012,AR-Series 2,Electronics,BrandC,1100,604,664400
2022-11-01,ARP-1012,AR-Series 2,Electronics,BrandC,1100,628,690800
2022-12-01,ARP-1012,AR-Series 2,Electronics,BrandC,1100,643,707300
2023-01-01,ARP-1012,AR-Series 2,Electronics,BrandC,1100,589,647900
2023-02-01,ARP-1012,AR-Series 2,Electronics,BrandC,1100,566,622600
2023-03-01,ARP-1012,AR-Series 2,Electronics,BrandC,1100,542,596200
2023-04-01,ARP-1012,AR-Series 2,Electronics,BrandC,1100,563,619300
2023-05-01,ARP-1012,AR-Series 2,Electronics,BrandC,1100,583,641300
2023-06-01,ARP-1012,AR-Series 2,Electronics,BrandC,1100,620,682000
2023-07-01,ARP-1012,AR-Series 2,Electronics,BrandC,1100,646,710600
2023-08-01,ARP-1012,AR-Series 2,Electronics,BrandC,1100,652,717200
2023-09-01,ARP-1012,AR-Series 2,Electronics,BrandC,1100,648,712800
2023-10-01,ARP-1012,AR-Series 2,Electronics,BrandC,1100,649,713900
2023-11-01,ARP-1012,AR-Series 2,Electronics,BrandC,1100,675,742500
2023-12-01,ARP-1012,AR-Series 2,Electronics,BrandC,1100,617,678700
2024-01-01,ARP-1012,AR-Series 2,Electronics,BrandC,1100,596,655600
2024-02-01,ARP-1012,AR-Series 2,Electronics,BrandC,1100,554,609400
2024-03-01,ARP-1012,AR-Series 2,Electronics,BrandC,1100,658,723800
2024-04-01,ARP-1012,AR-Series 2,Electronics,BrandC,1100,656,721600
2024-05-01,ARP-1012,AR-Series 2,Electronics,BrandC,1100,626,688600
2024-06-01,ARP-1012,AR-Series 2,Electronics,BrandC,1100,564,620400
2024-07-01,ARP-1012,AR-Series 2,Electronics,BrandC,1100,537,590700
2024-08-01,ARP-1012,AR-Series 2,Electronics,BrandC,1100,539,592900
2024-09-01,ARP-1012,AR-Series 2,Electronics,BrandC,1100,597,656700
2024-10-01,ARP-1012,AR-Series 2,Electronics,BrandC,1100,643,707300
2024-11-01,ARP-1012,AR-Series 2,Electronics,BrandC,1100,670,737000
2024-12-01,ARP-1012,AR-Series 2,Electronics,BrandC,1100,648,712800
2022-01-01,ARP-1013,AR-Series 3,Electronics,BrandC,1200,665,798000
2022-02-01,ARP-1013,AR-Series 3,Electronics,BrandC,1200,735,882000
2022-03-01,ARP-1013,AR-Series 3,Electronics,BrandC,1200,751,901200
2022-04-01,ARP-1013,AR-Series 3,Electronics,BrandC,1200,739,886800
2022-05-01,ARP-1013,AR-Series 3,Electronics,BrandC,1200,719,862800
2022-06-01,ARP-1013,AR-Series 3,Electronics,BrandC,1200,747,896400
2022-07-01,ARP-1013,AR-Series 3,Electronics,BrandC,1200,709,850800
2022-08-01,ARP-1013,AR-Series 3,Electronics,BrandC,1200,682,818400
2022-09-01,ARP-1013,AR-Series 3,Electronics,BrandC,1200,672,806400
2022-10-01,ARP-1013,AR-Series 3,Electronics,BrandC,1200,731,877200
2022-11-01,ARP-1013,AR-Series 3,Electronics,BrandC,1200,726,871200
2022-12-01,ARP-1013,AR-Series 3,Electronics,BrandC,1200,747,896400
2023-01-01,ARP-1013,AR-Series 3,Electronics,BrandC,1200,795,954000
2023-02-01,ARP-1013,AR-Series 3,Electronics,BrandC,1200,755,906000
2023-03-01,ARP-1013,AR-Series 3,Electronics,BrandC,1200,711,853200
2023-04-01,ARP-1013,AR-Series 3,Electronics,BrandC,1200,653,783600
2023-05-01,ARP-1013,AR-Series 3,Electronics,BrandC,1200,612,734400
2023-06-01,ARP-1013,AR-Series 3,Electronics,BrandC,1200,667,800400
2023-07-01,ARP-1013,AR-Series 3,Electronics,BrandC,1200,691,829200
2023-08-01,ARP-1013,AR-Series 3,Electronics,BrandC,1200,749,898800
2023-09-01,ARP-1013,AR-Series 3,Electronics,BrandC,1200,717,860400
2023-10-01,ARP-1013,AR-Series 3,Electronics,BrandC,1200,660,792000
2023-11-01,ARP-1013,AR-Series 3,Electronics,BrandC,1200,634,760800
2023-12-01,ARP-1013,AR-Series 3,Electronics,BrandC,1200,678,813600
2024-01-01,ARP-1013,AR-Series 3,Electronics,BrandC,1200,659,790800
2024-02-01,ARP-1013,AR-Series 3,Electronics,BrandC,1200,640,768000
2024-03-01,ARP-1013,AR-Series 3,Electronics,BrandC,1200,615,738000
2024-04-01,ARP-1013,AR-Series 3,Electronics,BrandC,1200,646,775200
2024-05-01,ARP-1013,AR-Series 3,Electronics,BrandC,1200,685,822000
2024-06-01,ARP-1013,AR-Series 3,Electronics,BrandC,1200,688,825600
2024-07-01,ARP-1013,AR-Series 3,Electronics,BrandC,1200,644,772800
2024-08-01,ARP-1013,AR-Series 3,Electronics,BrandC,1200,617,740400
2024-09-01,ARP-1013,AR-Series 3,Electronics,BrandC,1200,679,814800
2024-10-01,ARP-1013,AR-Series 3,Electronics,BrandC,1200,694,832800
2024-11-01,ARP-1013,AR-Series 3,Electronics,BrandC,1200,681,817200
2024-12-01,ARP-1013,AR-Series 3,Electronics,BrandC,1200,640,768000
2022-01-01,ARP-1014,AR-Series 4,Electronics,BrandC,1300,807,1049100
2022-02-01,ARP-1014,AR-Series 4,Electronics,BrandC,1300,871,1132300
2022-03-01,ARP-1014,AR-Series 4,Electronics,BrandC,1300,827,1075100
2022-04-01,ARP-1014,AR-Series 4,Electronics,BrandC,1300,808,1050400
2022-05-01,ARP-1014,AR-Series 4,Electronics,BrandC,1300,807,1049100
2022-06-01,ARP-1014,AR-Series 4,Electronics,BrandC,1300,754,980200
2022-07-01,ARP-1014,AR-Series 4,Electronics,BrandC,1300,812,1055600
2022-08-01,ARP-1014,AR-Series 4,Electronics,BrandC,1300,855,1111500
2022-09-01,ARP-1014,AR-Series 4,Electronics,BrandC,1300,751,976300
2022-10-01,ARP-1014,AR-Series 4,Electronics,BrandC,1300,780,1014000
2022-11-01,ARP-1014,AR-Series 4,Electronics,BrandC,1300,691,898300
2022-12-01,ARP-1014,AR-Series 4,Electronics,BrandC,1300,722,938600
2023-01-01,ARP-1014,AR-Series 4,Electronics,BrandC,1300,784,1019200
2023-02-01,ARP-1014,AR-Series 4,Electronics,BrandC,1300,805,1046500
2023-03-01,ARP-1014,AR-Series 4,Electronics,BrandC,1300,792,1029600
2023-04-01,ARP-1014,AR-Series 4,Electronics,BrandC,1300,848,1102400
2023-05-01,ARP-1014,AR-Series 4,Electronics,BrandC,1300,830,1079000
2023-06-01,ARP-1014,AR-Series 4,Electronics,BrandC,1300,771,1002300
2023-07-01,ARP-1014,AR-Series 4,Electronics,BrandC,1300,777,1010100
2023-08-01,ARP-1014,AR-Series 4,Electronics,BrandC,1300,753,978900
2023-09-01,ARP-1014,AR-Series 4,Electronics,BrandC,1300,745,968500
2023-10-01,ARP-1014,AR-Series 4,Electronics,BrandC,1300,898,1167400
2023-11-01,ARP-1014,AR-Series 4,Electronics,BrandC,1300,876,1138800
2023-12-01,ARP-1014,AR-Series 4,Electronics,BrandC,1300,791,1028300
2024-01-01,ARP-1014,AR-Series 4,Electronics,BrandC,1300,802,1042600
2024-02-01,ARP-1014,AR-Series 4,Electronics,BrandC,1300,754,980200
2024-03-01,ARP-1014,AR-Series 4,Electronics,BrandC,1300,846,1099800
2024-04-01,ARP-1014,AR-Series 4,Electronics,BrandC,1300,768,998400
2024-05-01,ARP-1014,AR-Series 4,Electronics,BrandC,1300,791,1028300
2024-06-01,ARP-1014,AR-Series 4,Electronics,BrandC,1300,819,1064700
2024-07-01,ARP-1014,AR-Series 4,Electronics,BrandC,1300,837,1088100
2024-08-01,ARP-1014,AR-Series 4,Electronics,BrandC,1300,832,1081600
2024-09-01,ARP-1014,AR-Series 4,Electronics,BrandC,1300,760,988000
2024-10-01,ARP-1014,AR-Series 4,Electronics,BrandC,1300,775,1007500
2024-11-01,ARP-1014,AR-Series 4,Electronics,BrandC,1300,784,1019200
2024-12-01,ARP-1014,AR-Series 4,Electronics,BrandC,1300,857,1114100
2022-01-01,ARP-1015,AR-Series 5,Electronics,BrandC,1400,960,1344000
2022-02-01,ARP-1015,AR-Series 5,Electronics,BrandC,1400,970,1358000
2022-03-01,ARP-1015,AR-Series 5,Electronics,BrandC,1400,1011,1415400
2022-04-01,ARP-1015,AR-Series 5,Electronics,BrandC,1400,920,1288000
2022-05-01,ARP-1015,AR-Series 5,Electronics,BrandC,1400,895,1253000
2022-06-01,ARP-1015,AR-Series 5,Electronics,BrandC,1400,961,1345400
2022-07-01,ARP-1015,AR-Series 5,Electronics,BrandC,1400,1018,1425200
2022-08-01,ARP-1015,AR-Series 5,Electronics,BrandC,1400,1042,1458800
2022-09-01,ARP-1015,AR-Series 5,Electronics,BrandC,1400,996,1394400
2022-10-01,ARP-1015,AR-Series 5,Electronics,BrandC,1400,977,1367800
2022-11-01,ARP-1015,AR-Series 5,Electronics,BrandC,1400,941,1317400
2022-12-01,ARP-1015,AR-Series 5,Electronics,BrandC,1400,838,1173200
2023-01-01,ARP-1015,AR-Series 5,Electronics,BrandC,1400,857,1199800
2023-02-01,ARP-1015,AR-Series 5,Electronics,BrandC,1400,873,1222200
2023-03-01,ARP-1015,AR-Series 5,Electronics,BrandC,1400,889,1244600
2023-04-01,ARP-1015,AR-Series 5,Electronics,BrandC,1400,876,1226400
2023-05-01,ARP-1015,AR-Series 5,Electronics,BrandC,1400,859,1202600
2023-06-01,ARP-1015,AR-Series 5,Electronics,BrandC,1400,828,1159200
2023-07-01,ARP-1015,AR-Series 5,Electronics,BrandC,1400,808,1131200
2023-08-01,ARP-1015,AR-Series 5,Electronics,BrandC,1400,793,1110200
2023-09-01,ARP-1015,AR-Series 5,Electronics,BrandC,1400,754,1055600
2023-10-01,ARP-1015,AR-Series 5,Electronics,BrandC,1400,817,1143800
2023-11-01,ARP-1015,AR-Series 5,Electronics,BrandC,1400,895,1253000
2023-12-01,ARP-1015,AR-Series 5,Electronics,BrandC,1400,939,1314600
2024-01-01,ARP-1015,AR-Series 5,Electronics,BrandC,1400,934,1307600
2024-02-01,ARP-1015,AR-Series 5,Electronics,BrandC,1400,866,1212400
2024-03-01,ARP-1015,AR-Series 5,Electronics,BrandC,1400,848,1187200
2024-04-01,ARP-1015,AR-Series 5,Electronics,BrandC,1400,853,1194200
2024-05-01,ARP-1015,AR-Series 5,Electronics,BrandC,1400,844,1181600
2024-06-01,ARP-1015,AR-Series 5,Electronics,BrandC,1400,842,1178800
2024-07-01,ARP-1015,AR-Series 5,Electronics,BrandC,1400,828,1159200
2024-08-01,ARP-1015,AR-Series 5,Electronics,BrandC,1400,856,1198400
2024-09-01,ARP-1015,AR-Series 5,Electronics,BrandC,1400,893,1250200
2024-10-01,ARP-1015,AR-Series 5,Electronics,BrandC,1400,867,1213800
2024-11-01,ARP-1015,AR-Series 5,Electronics,BrandC,1400,962,1346800
2024-12-01,ARP-1015,AR-Series 5,Electronics,BrandC,1400,995,1393000
2022-01-01,CHP-1016,Festive Spike 1,Lifestyle,BrandD,500,1022,511000
2022-02-01,CHP-1016,Festive Spike 1,Lifestyle,BrandD,500,1042,521000
2022-03-01,CHP-1016,Festive Spike 1,Lifestyle,BrandD,500,1062,531000
2022-04-01,CHP-1016,Festive Spike 1,Lifestyle,BrandD,500,1024,512000
2022-05-01,CHP-1016,Festive Spike 1,Lifestyle,BrandD,500,962,481000
2022-06-01,CHP-1016,Festive Spike 1,Lifestyle,BrandD,500,867,433500
2022-07-01,CHP-1016,Festive Spike 1,Lifestyle,BrandD,500,853,426500
2022-08-01,CHP-1016,Festive Spike 1,Lifestyle,BrandD,500,817,408500
2022-09-01,CHP-1016,Festive Spike 1,Lifestyle,BrandD,500,852,426000
2022-10-01,CHP-1016,Festive Spike 1,Lifestyle,BrandD,500,1269,634500
2022-11-01,CHP-1016,Festive Spike 1,Lifestyle,BrandD,500,1294,647000
2022-12-01,CHP-1016,Festive Spike 1,Lifestyle,BrandD,500,1059,529500
2023-01-01,CHP-1016,Festive Spike 1,Lifestyle,BrandD,500,1091,545500
2023-02-01,CHP-1016,Festive Spike 1,Lifestyle,BrandD,500,1151,575500
2023-03-01,CHP-1016,Festive Spike 1,Lifestyle,BrandD,500,1113,556500
2023-04-01,CHP-1016,Festive Spike 1,Lifestyle,BrandD,500,1073,536500
2023-05-01,CHP-1016,Festive Spike 1,Lifestyle,BrandD,500,1036,518000
2023-06-01,CHP-1016,Festive Spike 1,Lifestyle,BrandD,500,942,471000
2023-07-01,CHP-1016,Festive Spike 1,Lifestyle,BrandD,500,904,452000
2023-08-01,CHP-1016,Festive Spike 1,Lifestyle,BrandD,500,903,451500
2023-09-01,CHP-1016,Festive Spike 1,Lifestyle,BrandD,500,924,462000
2023-10-01,CHP-1016,Festive Spike 1,Lifestyle,BrandD,500,1335,667500
2023-11-01,CHP-1016,Festive Spike 1,Lifestyle,BrandD,500,1340,670000
2023-12-01,CHP-1016,Festive Spike 1,Lifestyle,BrandD,500,1149,574500
2024-01-01,CHP-1016,Festive Spike 1,Lifestyle,BrandD,500,1169,584500
2024-02-01,CHP-1016,Festive Spike 1,Lifestyle,BrandD,500,1210,605000
2024-03-01,CHP-1016,Festive Spike 1,Lifestyle,BrandD,500,1229,614500
2024-04-01,CHP-1016,Festive Spike 1,Lifestyle,BrandD,500,1141,570500
2024-05-01,CHP-1016,Festive Spike 1,Lifestyle,BrandD,500,1117,558500
2024-06-01,CHP-1016,Festive Spike 1,Lifestyle,BrandD,500,1034,517000
2024-07-01,CHP-1016,Festive Spike 1,Lifestyle,BrandD,500,978,489000
2024-08-01,CHP-1016,Festive Spike 1,Lifestyle,BrandD,500,962,481000
2024-09-01,CHP-1016,Festive Spike 1,Lifestyle,BrandD,500,1014,507000
2024-10-01,CHP-1016,Festive Spike 1,Lifestyle,BrandD,500,1389,694500
2024-11-01,CHP-1016,Festive Spike 1,Lifestyle,BrandD,500,1391,695500
2024-12-01,CHP-1016,Festive Spike 1,Lifestyle,BrandD,500,1240,620000
2022-01-01,CHP-1017,Festive Spike 2,Lifestyle,BrandD,580,1169,678020
2022-02-01,CHP-1017,Festive Spike 2,Lifestyle,BrandD,580,1166,676280
2022-03-01,CHP-1017,Festive Spike 2,Lifestyle,BrandD,580,1140,661200
2022-04-01,CHP-1017,Festive Spike 2,Lifestyle,BrandD,580,1086,629880
2022-05-01,CHP-1017,Festive Spike 2,Lifestyle,BrandD,580,1058,613640
2022-06-01,CHP-1017,Festive Spike 2,Lifestyle,BrandD,580,974,564920
2022-07-01,CHP-1017,Festive Spike 2,Lifestyle,BrandD,580,912,528960
2022-08-01,CHP-1017,Festive Spike 2,Lifestyle,BrandD,580,873,506340
2022-09-01,CHP-1017,Festive Spike 2,Lifestyle,BrandD,580,964,559120
2022-10-01,CHP-1017,Festive Spike 2,Lifestyle,BrandD,580,1456,844480
2022-11-01,CHP-1017,Festive Spike 2,Lifestyle,BrandD,580,1392,807360
2022-12-01,CHP-1017,Festive Spike 2,Lifestyle,BrandD,580,1132,656560
2023-01-01,CHP-1017,Festive Spike 2,Lifestyle,BrandD,580,1233,715140
2023-02-01,CHP-1017,Festive Spike 2,Lifestyle,BrandD,580,1268,735440
2023-03-01,CHP-1017,Festive Spike 2,Lifestyle,BrandD,580,1237,717460
2023-04-01,CHP-1017,Festive Spike 2,Lifestyle,BrandD,580,1213,703540
2023-05-01,CHP-1017,Festive Spike 2,Lifestyle,BrandD,580,1143,662940
2023-06-01,CHP-1017,Festive Spike 2,Lifestyle,BrandD,580,1084,628720
2023-07-01,CHP-1017,Festive Spike 2,Lifestyle,BrandD,580,1033,599140
2023-08-01,CHP-1017,Festive Spike 2,Lifestyle,BrandD,580,971,563180
2023-09-01,CHP-1017,Festive Spike 2,Lifestyle,BrandD,580,1013,587540
2023-10-01,CHP-1017,Festive Spike 2,Lifestyle,BrandD,580,1455,843900
2023-11-01,CHP-1017,Festive Spike 2,Lifestyle,BrandD,580,1483,860140
2023-12-01,CHP-1017,Festive Spike 2,Lifestyle,BrandD,580,1231,713980
2024-01-01,CHP-1017,Festive Spike 2,Lifestyle,BrandD,580,1302,755160
2024-02-01,CHP-1017,Festive Spike 2,Lifestyle,BrandD,580,1345,780100
2024-03-01,CHP-1017,Festive Spike 2,Lifestyle,BrandD,580,1323,767340
2024-04-01,CHP-1017,Festive Spike 2,Lifestyle,BrandD,580,1285,745300
2024-05-01,CHP-1017,Festive Spike 2,Lifestyle,BrandD,580,1264,733120
2024-06-01,CHP-1017,Festive Spike 2,Lifestyle,BrandD,580,1145,664100
2024-07-01,CHP-1017,Festive Spike 2,Lifestyle,BrandD,580,1120,649600
2024-08-01,CHP-1017,Festive Spike 2,Lifestyle,BrandD,580,1092,633360
2024-09-01,CHP-1017,Festive Spike 2,Lifestyle,BrandD,580,1158,671640
2024-10-01,CHP-1017,Festive Spike 2,Lifestyle,BrandD,580,1652,958160
2024-11-01,CHP-1017,Festive Spike 2,Lifestyle,BrandD,580,1552,900160
2024-12-01,CHP-1017,Festive Spike 2,Lifestyle,BrandD,580,1330,771400
2022-01-01,CHP-1018,Festive Spike 3,Lifestyle,BrandD,660,1250,825000
2022-02-01,CHP-1018,Festive Spike 3,Lifestyle,BrandD,660,1263,833580
2022-03-01,CHP-1018,Festive Spike 3,Lifestyle,BrandD,660,1234,814440
2022-04-01,CHP-1018,Festive Spike 3,Lifestyle,BrandD,660,1205,795300
2022-05-01,CHP-1018,Festive Spike 3,Lifestyle,BrandD,660,1142,753720
2022-06-01,CHP-1018,Festive Spike 3,Lifestyle,BrandD,660,1044,689040
2022-07-01,CHP-1018,Festive Spike 3,Lifestyle,BrandD,660,990,653400
2022-08-01,CHP-1018,Festive Spike 3,Lifestyle,BrandD,660,1040,686400
2022-09-01,CHP-1018,Festive Spike 3,Lifestyle,BrandD,660,1057,697620
2022-10-01,CHP-1018,Festive Spike 3,Lifestyle,BrandD,660,1513,998580
2022-11-01,CHP-1018,Festive Spike 3,Lifestyle,BrandD,660,1542,1017720
2022-12-01,CHP-1018,Festive Spike 3,Lifestyle,BrandD,660,1295,854700
2023-01-01,CHP-1018,Festive Spike 3,Lifestyle,BrandD,660,1337,882420
2023-02-01,CHP-1018,Festive Spike 3,Lifestyle,BrandD,660,1374,906840
2023-03-01,CHP-1018,Festive Spike 3,Lifestyle,BrandD,660,1371,904860
2023-04-01,CHP-1018,Festive Spike 3,Lifestyle,BrandD,660,1320,871200
2023-05-01,CHP-1018,Festive Spike 3,Lifestyle,BrandD,660,1291,852060
2023-06-01,CHP-1018,Festive Spike 3,Lifestyle,BrandD,660,1168,770880
2023-07-01,CHP-1018,Festive Spike 3,Lifestyle,BrandD,660,1121,739860
2023-08-01,CHP-1018,Festive Spike 3,Lifestyle,BrandD,660,1080,712800
2023-09-01,CHP-1018,Festive Spike 3,Lifestyle,BrandD,660,1143,754380
2023-10-01,CHP-1018,Festive Spike 3,Lifestyle,BrandD,660,1565,1032900
2023-11-01,CHP-1018,Festive Spike 3,Lifestyle,BrandD,660,1673,1104180
2023-12-01,CHP-1018,Festive Spike 3,Lifestyle,BrandD,660,1341,885060
2024-01-01,CHP-1018,Festive Spike 3,Lifestyle,BrandD,660,1425,940500
2024-02-01,CHP-1018,Festive Spike 3,Lifestyle,BrandD,660,1476,974160
2024-03-01,CHP-1018,Festive Spike 3,Lifestyle,BrandD,660,1445,953700
2024-04-01,CHP-1018,Festive Spike 3,Lifestyle,BrandD,660,1379,910140
2024-05-01,CHP-1018,Festive Spike 3,Lifestyle,BrandD,660,1327,875820
2024-06-01,CHP-1018,Festive Spike 3,Lifestyle,BrandD,660,1303,859980
2024-07-01,CHP-1018,Festive Spike 3,Lifestyle,BrandD,660,1226,809160
2024-08-01,CHP-1018,Festive Spike 3,Lifestyle,BrandD,660,1245,821700
2024-09-01,CHP-1018,Festive Spike 3,Lifestyle,BrandD,660,1206,795960
2024-10-01,CHP-1018,Festive Spike 3,Lifestyle,BrandD,660,1766,1165560
2024-11-01,CHP-1018,Festive Spike 3,Lifestyle,BrandD,660,1758,1160280
2024-12-01,CHP-1018,Festive Spike 3,Lifestyle,BrandD,660,1475,973500
2022-01-01,CHP-1019,Festive Spike 4,Lifestyle,BrandD,740,1367,1011580
2022-02-01,CHP-1019,Festive Spike 4,Lifestyle,BrandD,740,1406,1040440
2022-03-01,CHP-1019,Festive Spike 4,Lifestyle,BrandD,740,1385,1024900
2022-04-01,CHP-1019,Festive Spike 4,Lifestyle,BrandD,740,1306,966440
2022-05-01,CHP-1019,Festive Spike 4,Lifestyle,BrandD,740,1257,930180
2022-06-01,CHP-1019,Festive Spike 4,Lifestyle,BrandD,740,1171,866540
2022-07-01,CHP-1019,Festive Spike 4,Lifestyle,BrandD,740,1088,805120
2022-08-01,CHP-1019,Festive Spike 4,Lifestyle,BrandD,740,1058,782920
2022-09-01,CHP-1019,Festive Spike 4,Lifestyle,BrandD,740,1126,833240
2022-10-01,CHP-1019,Festive Spike 4,Lifestyle,BrandD,740,1589,1175860
2022-11-01,CHP-1019,Festive Spike 4,Lifestyle,BrandD,740,1646,1218040
2022-12-01,CHP-1019,Festive Spike 4,Lifestyle,BrandD,740,1382,1022680
2023-01-01,CHP-1019,Festive Spike 4,Lifestyle,BrandD,740,1444,1068560
2023-02-01,CHP-1019,Festive Spike 4,Lifestyle,BrandD,740,1488,1101120
2023-03-01,CHP-1019,Festive Spike 4,Lifestyle,BrandD,740,1524,1127760
2023-04-01,CHP-1019,Festive Spike 4,Lifestyle,BrandD,740,1421,1051540
2023-05-01,CHP-1019,Festive Spike 4,Lifestyle,BrandD,740,1317,974580
2023-06-01,CHP-1019,Festive Spike 4,Lifestyle,BrandD,740,1266,936840
2023-07-01,CHP-1019,Festive Spike 4,Lifestyle,BrandD,740,1220,902800
2023-08-01,CHP-1019,Festive Spike 4,Lifestyle,BrandD,740,1212,896880
